title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Flood White Light,pop,Paved In Skin,2001,20,{},"White life wisdom
Red life shame
Trading you was the only way
I can the feel the same

These things I need come from you
All of my senses flood with you

I bleed the vein
I stroke my shame
I'd do almost anything
To purify the pain

It's the same thing
It's the same
It is the same thing
It's the same

These things I need fall from you
All of my senses come for you
I feel it all go away
You make it all go away
Pieces of heaven, numb forever
But it can take the place of

Hate what you feel
Rape what you feel
Raze what you feel
I can have it too

The only thing I have left
Was the love of the love of my own breath
Will I have this need forever?
And can it ever take the place of",1129393,en,en,en
Winter Night,pop,Eyes Of Eden,2007,265,{},"Pictures surround me
Crystal dreams in ice cold night
Come and cover
Embrace me, shelter me
Moonlight touches the twinkling white

In endless beauty

Sweet is the love of ice
Coldness chills human minds
I shiver in delight
Lost in a winter night

Clear air sharps my mind
Frozen lips kiss me alive
Summer fell asleep
Awakened autumns sight
Guided winter back to life

In endless beauty
Sweet is the love of ice
Coldness chills human minds
I shiver in delight
Lost in a winter night

In endless beauty

Sweet is the love of ice
Coldness chills human minds
I shiver in delight
Lost in a winter night",957871,en,en,en
Tears,pop,Don Williams,2005,780,{},"Tears,tears falling down like summer rain
Clouds, clouds have covered up the sun again
Makes me wonder why I ever tryyyy
Moon, moon tonight as bright as it can be
Stars,please tell the moon don't shine like that for me
Makes me think of how it used to be
Oh heart what made you think you could be the one
To laugh and run with her beneath the sun
And to feel that two could be the same as one
And to never tell a lie or be told one
Love, lovin pages turn early to seed
Will, will anything life be left for me
Or is our future history, history
Oh heart what made you think you could be the one
To laugh and run with her beneath the sun
And to feel that two could be the same as one
And to never tell a lie
Oh heart what made you think you could be the one
To laugh and run with her beneath the sun
And to feel that two could be the same as one
And to never tell a lie or be told one
Tears,tears
Tears",1123349,en,en,en
Everythings Still Fine,rock,Volbeat,2005,966,{},"[Verse 1]
Got my wheels in motion
I hit the road, I don't know why
The key to sell myself is fine
Behind my laugh, there is a sign

[Refrain]
Tell everyone everything is fine
Tell everyone everything is fine

[Verse 2]
Got my wheels in motion
I drive 100 miles at night
Still hypnotized by own mind
Behind my laugh, there is a sign

[Chorus]
Tell everyone everything is fine
Tell everyone everything is fine
Don't look for me
Tell everyone everything is fine
[Verse 3]
Still on the road, yeah, tell them that
The radio plays always, yeah
I'm coming home and I'm okay
Just don't know where I'm gonna stay

[Chorus]
Tell everyone everything is fine
Tell everyone everything is fine
Don't look for me
Tell everyone everything is fine",1103596,en,en,en
Me and Bobby McGee Live at the Palestra Rochester NY October 26 1971,rock,The Grateful Dead,2005,30,{},"[Verse 1]
Busted flat in Baton Rouge and waiting for a train
Feeling nearly faded as my jeans
Bobby flagged a diesel down and just before it rained
Took us all the way to New Orleans
I took my harpoon out of my dirty red bandanna
I was blowing sad while Bobby sang the blues
With them windshield wipers slapping time, Bobby clapping hands
We pined to sing near every song that driver knew

[Chorus]
Freedom's just another word for nothing left to do
Nothing ain't worth nothing, but it's free
Feeling good was easy, Lord, when Bobby sang the blues
Feeling good was good enough for me
Good enough for me and Bobby McGee

[Instrumental break]

[Verse 2]
From the coal mines of Kentucky to thе California sun
Bobby shared the secrеts of my soul
Standing right beside me, Lord, through everything I've done
Bobby's body kept me from the cold
Then somewhere near Salinas, Lord, I let her slip away
Looking for that home I hope she finds
And I'd trade all my tomorrows for a single yesterday
Holding Bobby's body close to mine
[Chorus]
Freedom's just another word for nothing left to lose
Nothing was all she left for me
Feeling good was easy, Lord, when Bobby sang the blues
Feeling good was good enough for me
Good enough for me and Bobby McGee

[Bridge]
Lelela, lelelala, lelela, lelela, laleleha, laleleha, lalala
Leleleheee, lalala, leleleheee, lalala, leleleha, leleleha
Lalala, lalala

[Outro]
Freedom's just another word for nothing left to lose
Nothing ain't worth nothing, but it's free
Feeling good was easy, Lord, when Bobby sang the blues
Feeling good was good enough for me
Good enough for me and Bobby McGee",6744673,en,en,en
Making Cider,misc,Vita Sackville-West,2016,2,{},"I saw within the wheelwright’s shed
The big round cartwheels, blue and red;
A plough with blunted share;
A blue tin jug; a broken chair;
And paint in trial patchwork square
Slapping up against the wall;
The lumber of the wheelwright’s trade,
And tools on benches neatly laid,
The brace, the adze, the awl;

And framed within the latticed-panes,
Above the cluttered sill,
Saw rooks upon the stubble hill
Seeking forgotten grains;

And all the air was sweet and shrill
With juice of apples heaped in skips,
Fermenting, rotten, soft and bruise,
And all the yard was strewn with pips,
Discarded pulp, and wrung-out ooze
That ducks with rummaging flat bill
Searched through beside the cider-press
To gobble in their greediness.
The young men strained upon the crank
To wring the last reluctant inch.
They laughed together, fair and frank,
And threw their loins across the winch.

A holiday from field and dung,
From plough and harrow, scythe and spade,
To dabble in another trade,
The crush the pippins in the slats,
And see that in the little vats
An extra pint was wring;
While round about the worthies stood
Profuse in comment, praise or blame,
Content the press should be of wood,
Advising rum, decrying wheat,
And black strong sugar makes it sweet,
But still resolved, with maundering tongue,
That cider could not be the same
As once when they were young;
But still the young contemptuous men
Laughed kindly at their old conceit,
And strained upon the crank again.

Now barrels ranged in portly line
Mature through winter’s sleep,
Aping the leisured sloths of wine
That dreams of Tiber or the Rhine,
Mellowing slow and deep;
But keen and cold the northern nights
Sharpen the quiet yard.
And sharp like no rich southern wine
The tang of cider bites;
For here the splintered stars and hard
Hold England in a frosty guard.
Orion and Pleiades
Above the wheelwright’s shed.
And Sirius resting on the trees
While all the village snores abed.",2895207,en,en,en
Love Is the Key,pop,Girls Aloud,2008,1109,{},"Kimberley:
Always hear you singing
I can't stand that song
You like my hair brunette
But I like it blonde

You lie in the sunshine
But it makes me sweat
You save all your money
While I get into debt

Nadine and Cheryl:
Not the kinda guy to catch my eye
Now we're picking out the tiles and curtains
Never thought you'd be the lucky guy
Now it's the only thing I know for certain
Used to go for guys who make me cry
Never seem to find the rhyme or reason
If you love somebody, don't ask why
Cupid mystifies
All:
Oh, when they say love's the key
An end of the road
It don't matter to me
Worth that man hanging on hold
The answer is love
And no reason why
It knows where you been
But you and me just seem to fit right

Cheryl:
I'm mocha-chocca latte
You're more espresso shot
Life and soul of the party
It's safe to say you're not

Nicola:
I lean towards fiction
But you deal with fact
Don't mind the friction
'Cause opposites attract

Nadine and Cheryl:
Not the kinda guy to catch my eye
Now we're picking out the tiles and curtains
Never thought you'd be the lucky guy
Now it's the only thing I know for certain
Used to go for guys who make me cry
Never seem to find the rhyme or reason
If you love somebody, don't ask why
Cupid mystifies
All:
Oh, when they say love's the key
An end of the road
It don't matter to me
Worth that man hanging on hold
The answer is love
And no reason why
It knows where you been
But you and me just seem to fit right

Oh, when they say love's the key
An end of the road
It don't matter to me
Worth that man hanging on hold
The answer is love
And no reason why
It knows where you been
But you and me just seem to fit right",780612,en,en,en
Honne / Tatemae,rock,Gifts From Enola,2012,69,{},"You're in and out of the clouds
And you stumble every day your feet hit the ground

I'm under-whelmed with your over-acting
I'm over-worked and under-paid

You scream and shout way too loud
And all the arguments you make
Are not worth the sound

I'm under-whelmed with your over-acting
While I'm over-worked and under-paid

You're in and out of the clouds
And you stumble every day your feet hit the ground

I'm under-whelmed with your over-acting
I'm over-worked and under-paid

You scream and shout way too loud
And all of your complaints are wasting my time
I'm under-whelmed with your over-acting
I'm over-worked and under-paid

(you're so loud)
I tune out
(you're so loud)
I tune it all out",3461769,en,en,en
All The Lights,pop,FAWN,2015,16,{},"All the lights have come undone
Glad I’m not the only one
Buried bones so far below
Ground so cold they’ll never know
River frozen down below
Holding still the undertow
Scratch the dead they’ll never hear
Thoughts of you this time each year
Bury me deep I would die for would die for x 4
All the lights have come undone
Glad I’m not the only one
Buried bones so far below
Ground so cold they’ll never know",1236873,en,en,en
Cabeza de Vacas Adventures in the Unknown Interior of America Chap. 18,misc,Alvar Nunez Cabeza de Vaca,2013,19,"{""Cyclone Covey""}","What Befell Oviedo with the Indians

AFTER WE ATE, I ordered Lope de Oviedo, our strongest man, to climb one of the trees not far off and ascertain the lay of the land. He complied and found out from the treetop that we were on an island. [This was Galveston Island.] He also said that the ground looked as if cattle had trampled it and therefore that this must be a country of Christians.

I sent him back for a closer look, to see if he could find any worn trails, but warned him not to risk going too far. He went and came upon a path which he followed for half a league to some empty huts. The Indians were gone to shoal-flats [to dig rootsj. He took an earthen pot, a little dog, and a few mullets and started back.

We had begun to worry what might have happened to him, so I detailed another two men to check. They met him shortly and saw three Indians with bows and arrows following him. The Indians were calling to him and he was gesturing them to keep coming. When he reached us, the Indians held back and sat down on the shore.

Half an hour later a hundred bowmen [Joint Report: 200, with joints of cane stuck through holes in their ears] reinforced the first three individuals. Whatever their stature, they looked like giants to us in our fright. We could not hope to defend ourselves; not half a dozen of us could even stand up.

The Inspector and I walked out and greeted them. They advanced, and we did our best to placate and ingratiate. We gave them beads and bells, and each one of them gave us an arrow in pledge of friendship. They told us by signs that they would return at sunrise and bring food, having none then.",188034,en,en,en
Pinocchio 2015,pop,"Olly Hence,Jstanley",2015,161,"{""Olly Hence / Jstanley""}","I was told as a little girl
I would one day own the world
Cuz when you wish upon a star
It doesn't matter who you are There is a time, for us to shine
To spread our wings and soar
Out of the way, we've come to play
This is our fairytale ahh OH-OH-OH - Hi dee hoe and doughsie do, go up and down can't take it slow
Take my hand I've got no plan, the story of Pinocchio
Can't tell a lie even though I try, with a nose so big I could touch the sky
Nah nah nah nah nah nah - Nah nah nah Liar liar pants on fire tell me what your heart desires
Liar liar pants on fire tell me what your heart desires
Nah nah nah nah nah nah - Nah nah nah OH-OH-OH - Hi dee hoe and doughsie do, go up and down can't take it slow
Take my hand I've got no plan, the story of Pinocchio
Can't tell a lie even though I try, with a nose so big I could touch the sky
Nah nah nah nah nah nah - Nah nah nah Liar liar pants on fire tell me what your heart desires
Liar liar pants on fire tell me what your heart desires
Nah nah nah nah nah nah - Nah nah nah This night is young the party has just begun
Come find me now and we'll have one on one Skinny dipping in the heat of the midnight sun
Life is short and we are young Oh oh oh oh oh oh! It's just a fantasy!
Oh oh oh oh oh oh! We all lie u see!
Oh oh oh oh oh! Don't be so serious
Oh oh oh oh - Just needs a girls touch! OH OH OH - Hi dee hoe and doughsie do, go up and down can't take it slow
Take my hand Ive got no plan, the story of Pinocchio
Can't tell a lie even though I try, with a nose so big I could touch the sky
Nah nah nah nah nah nah - nah nah nah Liar liar pants on fire tell me what your heart desires
Liar liar pants on fire tell me what your heart desires
Liar liar starting fires, flames can't even get no higher
Liar liar, tell me what your heart desires! OH OH OH - Hi dee hoe and doughsie do, go up and down can't take it slow
Take my hand Ive got no plan, the story of Pinocchio
Can't tell a lie even though I try, with a nose so big I could touch the sky",2258487,en,en,en
Hand Of The King,pop,Bruce Kulick,2010,279,"{""Nick Simmons""}","Come along, we must be strong
To reach the castle before dawn
Don't mind the moans at your feet
It's just the friends you've left behind
You can use their bodies to help you to climb

Run boy run, one by one
Your wings will blot out the sun
You'll find a glorious seat among the stars
As they align, at last you'll cry, this world is mine
Watch the stars, as they align

Wings of jet black, never look back
Watch as the sky turns red and cracks
Below him they sing, crushed under a dream
Writhing in tides under the hand of the king

Look at me, on my knees
You've made me forget my dream
Broken my sword and my soldiers
Welts of red, I should be dead
But your face just won't leave my head
Watch the stars as they align
Wings of jet black, never look back
Watch as the sky turns red and cracks
Below him they sing, crushed under a dream
Writhing in tides under the hand of the king

Yeah, watch the stars, as they align
At last I'll cry, this world is mine

Wings of jet black, never look back
Watch as the sky turns red and cracks
Below him they sing, crushed under a dream
Writhing in tides under the hand of the king

Wings of jet black, never look back
Watch as the sky turns red and cracks
Below him they sing, crushed under a dream
Writhing in tides under the hand of the king",1837611,en,en,en
Toxic,rap,jxke tyler!,2021,79,"{""​jxke tyler!""}","Zeke on the beat bitch!

[Chorus]
Honestly we’ve gotten so toxic, toxic
The way you look at me is hypnotic-notic
I can’t find a way out, it’s like any day now
“How can I allow this to go on?” is what they’re asking me
Countdown going like 1-2-3
Maybe one day I’ll be set free
This damn bitch keeps harming me


[Verse]
All I want is harmony
Why is this shit so hard for me to leave?
Heart telling me that it’s meant to be
Brain telling me that I gotta go, go, go
Why the fuck am I trippin' over this ho?
When I should listen to my mother fuckin’ bro
He said, “Jake listen here, lemme make this loud and clear”

[Bridge]
“She’s fuckin’ with you bro”
“She don’t even love you she’s cheating on you! She cheated on you how can you even stay?”
“No self-respect.”
“And bro honestly she treats you like shit all the time so I don’t even know what the fuck is going through your mind like-


[Outro]
Honestly, we’ve gotten so toxic, toxic
The way you look at me is hypnotic-notic
I can’t find a way out, it’s like any day now
“How can I allow this to go on?” is what they’re asking me
Countdown going like 1-2-3
Maybe one day I’ll be set free
This damn bitch keeps harming me",7453056,en,en,en
On Smash,rap,Koshir,2015,28,"{""KXNG Crooked"",""Mistah F.A.B."",""Charlie Ray""}","Verse 1: Koshir

I quick fast fuck a simple bitch and then I leave her eatin' drink ass, somewhere in the alley with Aladdin and I'm Riff Raff, just another ball me like it's drink, ran
When I fit that, I'm tryna mix it with my eat
I'm from the food off in area, I don't slip it when I pee!
To pissin' on the issue was my California dream!
My family in AK, but Montana where I pure and the other lower 47 somewhere, count G's
You fuckin' with them fiends, then nigga I got keys
They ain't got a candidate name like Cali G, boy
And she my roller girl, she can eat the holy ball and yo, I beat the cheeks until I over 'vour, why
Uh, they call me ""I'm not playin'"", I'm fuckin' with livin' legends, I'm urban about damn
I'm talkin' 'bout perc Dan, to watchin' the Earth spin
And nuttin' on your homeboy BM, bitch
Life ain't nothin' if it ain't free
So I'm changin' with this bitch, and it daily
50 pants, nigga on these horseshoes daily
And you can go and ask F.A.B

Hook: C. Ray

Step up in the place, know we got it on smash
Cute face, little waist and I'm prolly gon' smash
Know we keep the music to the party on blast
Just walk around the homies but you prolly won't blast
I got this ecstasy and weed and your bitch on my lap
If you're enemy or fiend, you will be on your back
From the back to the party, from the party to the back
When they see us in the spot, they know we got it on smash
Verse 2: Mistah FAB

Mars over bullshit, mars, never bullshit
Boy, I'm a star, in my car, I take full pics
If I go hard, man, hard like a moshpit
Chick suckin' dick 'til her lips get exhausted
In it, so fly, so high, I go nauseous
Enter in my city, you can die, take caution
I'm mobbin', I'm mobbin', I'm mobbin' like boss sticks
And niggas talkin' loud but I ignore all the gossip
Stickin' to the script, that's a dope air of concept
Breeze with the nonsense, you don't want conflict
Boy, I had your block, man, lookin' like Saddam hit
That shit'd be bloody, all gory like a 9 hit
Boy, I get money, I get bread, what I hustle for
But I have to bread, I got bread, but I hustle, bro
Thugs, geeks, squids, even juggalos
This is Mistah FAB and Spice, when they say I fuck with bros!

(Hook)

Verse 3: Kxng Crooked

Like Mistah FAB just said, shout out to juggalos
Tech N9ne's store has bitches comin' out they underclothes
Mr. Fuck-A-Hoe, Mr. Gutta-Flow
Took the eye out my man, kept to see it double, though
Ain't no I in Kxng, this a team, look at the bandana
Out here in Missoula spittin' on my Tony Montana
Diamond, pink ring, big cigar from Savannah, and a Cali-faced bitch but her ass from Atlanta
Hold up - what's the dumb shit about?
Niggas mad I roll up, duckin' the thumbs stickin' out
Got the guns stickin' out my waist, I'm from the dump, mo' trigger finger stuck with two thumbs stickin' out
West coast gets zipped in a bodybag
Flippin' on cameras like Makaveli and Johnny Cash
And I'm thinkin' with the mentality that Bill Cosby had - fuck who I'm sleepin' on, you feel me?
(Hook)",4995135,en,en,en
Bad Terms,rock,Hollywood (UK),2020,15,{},"[VERSE 1]

I didn’t want us to end on bad terms, but I had no other option
I just saw that today’s the expiry date on our love potion
You forced my hand to reveal the words I wanted to leave unspoken
And now we’re back in a place believing we’re full of such loathing

That we never want to speak again and exist in the same reality
I’ve been wide awake since October, and now I’m finally ready to sleep
On a life I thought was brewing for us underneath the surface
But tonight it became apparent that our love was unrequited

[PRE-Chorus]

What did I do to make your feelings disappear?
(Was it too much again? Were you too full of fear?)
Friendship is off the table, we now exists as strangers
(Memories rest high on the shelf, never touched again)

[Chorus]
I told you that night “well at least you got an album...
So I suppose that you have won, but don’t expect another”
I know I wasn’t used by you to piggyback my attention
This is the last song I’ll write, go be happy with another

I hope you get your fairytale or your silver screen moment
With someone who understands you and doesn’t even bother
To make petty jokes for the sake of winning an argument
It’s hit me how much we don’t work, we’re better off without each other

[VERSE 2]

I didn’t want to end on bad terms but I had no other option
I could have left this all unsaid, but would I live to regret that?
I would have given you the world if I ever had the chance
But unrequited is this feeling, you’ll never give me another glance

I told you I never felt like a priority in your life
That still rings true, even second or third wasn’t mine
I felt like your last choice, when you had no other option
An empty triangle as red as my heart as it’s bleeding

[VERSE 3]

I didn’t want to end on bad terms, but I had no other option
I’ve ran out of love to give, I really thought that we connected
But perhaps we had a spark that fizzled out in an instant
Now I’ll sue the universe
I’ll sue the universe
I said to all my friends
When we started I knew we’d end on bad terms",5493794,en,en,en
GOLF CART Remix,rap,MaxiPad,2020,100,{},"[Intro]
I love the name Maxi
Oh my god, Dstrbd

[Verse 1, Shotgun Willy]
Ay
BOOM like the hunnids (uh huh)
If he want smoke tell that motherfucker run it (uh, uh)
If we got beef, put a blade in his stomach
Do a hunnid fifty on the street, like fuck it (Huh?)
ZOOM how I gun it [pew pew]
Super bad bitch you can call her McLovin' (uh huh)
All my money owed, you be sellin' McMuffins (uh huh)
Feeling stone cold how a motherfucker stunting (damn)

[Verse 2, MaxiPad]
Zoom!
Smokin' on chronic (huh?)
You know that Maxi never sleeps because I'm sippin' on tonic (ay)
I might just throw up on a bitch cuz she lookin bubonic (ay, bitch)
I keep a chain on my neck, shit is lookin [?] (ay, ay)
I'm going faster than sonic
I fuck your bitch in my cockpit (huh?, ay)
Then I'll smack you in the face like I was in a mosh pit (ay, bitch)
Yeah, it's Willy and Maxi, know we keepin' the hot shit
And I might just run up with a scope, cuz you know imma cock it like (ay, Maxi, huh?)
Zoom!
[Verse 3, Shotgun Willy]
Runnin' and runnin'
You better bet your boy don't stop unless I'm fuckin' up something I got to make it to the top and I be counting up hundreds (ay, ay, ay)
And I been coming for your spot and I got flow in abundance (Damn, ok)
You motherfuckers need a yacht
Mhmm
Fuck you thot
Mhmm
Red dot got me feeling like SWAT
Mhmm
Got caught selling rocks on the block
Mhmm
Go kart skrrting out of the lot
Uh

[Verse 4, MaxiPad]
Ay, Damn!
Maxi hot like a flannel (huh?)
Pull up on your bitch, give her hump like a camel (ay, bitch)
If you talk shit, imma smack you with an anvil (ay, ay)
Rip you up to shreds just like Maxi was a bengal (huh? ay)
Runnin' like Randall (bitch)
We staying lit like a candle (ok)
I might just pipe on a bitch while I'm smoking a camel (ay, ok)
In the back off a rental?
In her mouth like a dental? (huh?)
And your thottie hit me up, give me a kiss like a danimal, like (uh)
Zoom!",5451589,en,en,en
Do You Love Acoustic,rap,Cooley47,2016,17,"{""Nick Thompson""}","[Verse]
Now tell me what you want from me
Gypsy woman warned me bout you, why’d you come for me?
With the voodoo of a hexenbeast, the one for me
At least, that’s what ya tell me
I wonder, if maybe, you got a couple dreams you can sell me
Baby

[Chorus]
Do you love (8x)

Bridge
Cuz im down on my luck, and I'm lookin for love
Ain't seen it in so long, damn near forgot what it was
I'm down on my luck, and I'm lookin for love, yea
So baby, could you come and heal me?

[Verse 2]
I found the answer to my problems at the bottom of a bottle filled with rose gold promises
Spilled them on the garments of a gorgeous wisdom
She turned and asked me “Whatcho problem is?”
That’s when I looked at her and tell her like
[Chorus]

[Bridge]

Yeah, yeah, yeah (3x)",2800642,en,en,en
Get Along,pop,Mikal Cronin,2011,664,{},"Go, get along, move along, get along to something
More, more alone, more alone, get outside yourself and
Run, run along, move along, get along to something
More, more unknown, more unknown, and I'm onto something

When I'm out on my own I, I'm not thinking about you
And I, when I'm out in the sunlight, I'm not thinking about you

Find, find a way, find a way, find a way to make your
Home, home alone, home along, then untie yourself and
Go, go along, go along, move along to something
More, more unknown, more unknown, now I'm onto something

When I'm out on my own I, I'm not thinking about you
And I, when I'm out in the sunlight, I'm not thinking about you",1999109,en,en,en
Lights Cant Hurt,pop,Lil Cartier,2021,7,{},"So You See My Hair Flipping Everyday And Night
Flip It All For You Will Be Good

Don't Fight With Your Sister Or You'll Stay In Your Room
I Don't Know How This Was You're Not With Me

AM Radio Will Bee Turn...",5904548,en,en,en
Shake Our Tree,pop,Rosebuds,2005,82,{},"That bird's ready I know
He's tired of being alone
He's working all on his own
Building himself a home

And take that finch when he sings
See his mate by his wings
And if you listen close
You may even hear him say

Will our love ever end (woah no)
Will you stop being my best friend (woah no)
Will you sleep as worse as me (woah no)
Singing a story of love in the leaves

(Oo-oo-o-oo)
Before the winter takes hold
And the figs are dry and cold
The birds are meetin' in the tree
And confess love's what they need
Perform love on their limbs
And sing one of love's true hymns
And if you listen close
You can even hear them say
Are you ever gonna treat me right (woah no)
Are you ever gonna hold me down (woah no)
Will you get tired holding me tight (woah no)
Looks like the story of love grows, alright

Will our love ever end (woah no)
Will you let me shake our tree (woah no)
Will you stop being my best friend (woah no)
Looks like the story of love never ends",1293425,en,en,en
CrossFire,rap,Professorlexicon,2018,68,{},"Fuck it all all i got is my word and my nuts im on a vertical rush to the top I move through a loss returning with none an unmerciful fuck never been divisible egotistical it's easy visible I leave you miserable if you speak subliminal deemed as pivotal in my position I advise you listen and witness the enterprising glisten  many guys are hissing im alive and living Resurrection of Christ in the flesh independently surviving the test mentally not right in the head perfection epitomised in a text questing to find me the chest in a second I die for respect Aggression and pride are the threat I'm mesmerising the vets you comfortable in the middle I forever reside on the edge your first impression of me is this guy is the best

The Alpha head Renowned for devouring the alphabet Don't amount to less going above and beyond erupting a bomb in front of the Gods not one to conform the publics are warned your courage is gone when you and I will lock up Do or die persona suicide bomber supply contra high offer nights longer mitochondria obliged to conquer invite the entire roster to fight the monster disciple I'm god Son

A combination Of G Rap and Rakim I never met at my last win I see Manson laughing from thee acts I embark in Your knees crack from hard hits Imma hostile vile insaniac slash homicidal maniac i tossed my bible away to trash i rock a smile in dangerous lands Crocodile Rage attacks Peep the conflict see im strongest move like a team of bombers creep through forests and sabotage an avalanche will leave your Spleen demolished see its honest when i tell you im all about reaping profits entrepreneurial  acumen Warrior stratagem the historical champion for you theres no avoidable accidents you boys absorbed the embarrassment Royal extravagance arrogance hatched from a lack of friends learned to love myself well i ain't having sandwiching your family in a grounded ditch im the feeling of a facing a growling pit while stranded in a padded ring I decap' a prince there will be no heir to this

Im the last of the sumerians saxon but anti Aryan The planet scarce of humanitarians and egalitarians Machiavellian mentality i escape reality through strains of ganja leaf my plastic spoon bears a taste of tragedy Barbaric savage Erratic Attacks i lead pedantic tactically Fanatically carry out catastrophes Scattered geographically In a game of bitches i flex chauvinism im no indifferent to the lone existence of the inventor of the Solar Systems the honed edition of perfection soak it in and accept it its a a dope addicition injection corrosive liquid Congested and spat out the force of a thunder clap my tongue attacks and cuts through ya fucking back like a lumberjack My memoirs a grimoire we live within war families slain like benoit attach your babies kevlar Its all the norm like a saudi arabian head scarf mackadamian am i pacing in the correct path the way i live requests heart the best pars my benchmark i lead charge since the cradle i hit a breakthrough and since been living grateful Im only existing for the kingship label be careful because even the kinship can be fake too iron man diaphragm i am a aspiring higher than a giant who lives his life on crack",3906693,en,en,en
Life,rap,Dae SukPark,2021,11,{},"Intro

This is my story
How much pain is in my life and how much happinessssss
Some good things  and some bad things


Verse 1
Today I tell you all my sorrows
Im sad boy i always keep thinking about career
There is no sleep for the whole night because of career
Only career wondering in the mind i dont sleep because of career
And im not able to do any work because of career
Sometime i go out to play games with my friends but i feel sad about what will happen in my life
Iam always stressed i always think what will happen in my life
I always tell everyone that i worried but who cares everyone think im jocking
Everyone say why do you keep sad but what do they know about how painful in my lifе
No one can understand how much pain is in my life
Many difficultiеs come in my life but i never give up
And i never asked anyone for help
Because i know no one have time for me i know that if i ask for help
From these people then they will pretend that they are busy
Thats why i never asked help from them
And i learn to face all the problems alone
I know my durga mother with me as many problems come in my life  i will face it alone
And i will never beg in front of anyone for fame whatever happens
I do not want to beg anyone for fame like a beggar
Chorus 1


This is all about my life
And some my hard work and some my life style
And if you feel bad then abuse me
As much as you want i know some people hate then tell me
What i take from these people

Verse 2

I did not have the money to buy some good stuff and i have to suffer a lot for my life
I had to work very hard for my life
I never give you always worked hard to make my life beautiful
I do my work i dont know why people are suffering from me
I always thought that i would have good things but i had many problem in my life at that time
I never asked my senior to take anything
I had already thought that if i want to take anything so only on my hard work
Always thought that good days will come always believe in durga mother thats why i did a lot today
And some people think that if they dont help in bad times then i won't be able to do anything
Forget my people i know how to work alone and i dont need your help
I have already been working alone
And if you are thinking that i cannot do anything without you then this is your dream
I know some people are jealous with me alot but still i dont care
Because these people do not do any work on thier own just after seeing the work of other they come to speak bad
What do they know how hard i have worked and you guys are laughing at my work
If you guys worked hard at my age then you know what hard work is
I know you guys can't work hard at my age
Because you always enjoy with you parents money i sware you have never been able to work you will start crying if you work hard at my age

Chorus 2


This is all about my life
And some my hard work and some my life style
And if you feel bad then abuse me
As much as you want i know some people hate then tell me
What i take from these people


Verse 3

From the age of 17 i started making songs to brighten my future
And i work a lot but nobody listen to my songs and does not support me
Everyone thinks that i make unnecessary songs but they dont know that i do everything by myself
Because i dont have the money to go to the studio and make songs
Nobody is listening to my songs
Everyone thinks im just talking non sense nobody wants to support me no problem i will keep working hard whatever happens
I dont care i will keep making songs
And i dont even care what people say after listen to my songs
I dont care a little bit and as your wise if you want to listen then listen
If you dont want to listen then dont listen
And i am telling you first that i will not come in front of you for begging to hear my songs
Everyday i write songs and i have no shortage of lyrics and your thinking that if you do not listen to my songs
Then i will stop making songs
I will never stop making songs and i dont think much about
It whether  people like my songs
Or not and i dont even care about it i know im sad boy and i never want to take anyone to help me for write songs
Everyday i write song alone and i dont need anyone help
Some of my friends that i copy lyrics
I know that all these cannot write like me
Thats why they all laugh after listening to my songs all the time they are jealous of me
Because i know how to write a song and they dont know
Outro

This is all about my life
And some my hard work and some my life style
And if you feel bad then abuse me
As much as you want i know some people hate then tell me
What i take from these people",6862926,en,en,en
Living Some More,rap,Justnic,2020,38,{},"[VERSE]

I ride when I walk I sleep where I want
I seek out the peasants that wanna get tough
Icy? Nah Nah I'm broke in these ends
My mind is too strong to think about bands
Think about fuckboys that should be in pen
Think about that guy who wanted you dead
I know I’m no one but to you I’m him
Why come and hate me? I’m all that is left

[Chorus]

Living some more
I sip my cup when I'm living some more
I don’t ask questions so why do you moan?
Leave me alone cause I need my space
Living some more
I sip my cup when I'm living some more
I don’t ask questions so why do you moan?
Need me a buzz to forget about us
[VERSE]

Fight me and go steal all my gold
That’s everything I have I'm keeping it stepping
That’s not enough? Let me go die
Jump off a building and keeping you guessing
This is my quest I’m sorry I’m kind
Fuck all you people that didn’t have time
Suck all you haters who begged for my grind
I’ll die when I want I’ll never be fine

I'm so sick and tired
I'm done crying at night it's tough
I feel like my life is done
Don’t forget who helped you bruh
I’m just done I might not breathe
Killed my conscious feel like T
Living for what? It feels like a dream
Been trying so hard I just wanna see

Wanna see what you accomplished from this
I'm lying down here with my wrist on the sink
The rage that you brought I'm feeling so sick
I wanna say fuck you I'm leaving these hints
I’m sorry you hate me move on from this shit
You wanted me dead that’s all that you’ll get
That’s 3 for the M, not _ and friends
Regretting the days I met all you fakes
I’ll fly to the top avoiding the raid
Spraying the poison won’t ever be great
I’m living this sober life leaving you feens
Leaving my past behind fuck do you need?
I got my _ I got my needs
Family coming first fuck all the green
I wish you the best I want you to see
I'm changing myself for myself just for me

[Chorus]

Living some more
I sip my cup when I'm living some more
I don’t ask questions so why do you moan?
Leave me alone cause I need my space
Living some more
I sip my cup when I'm living some more
I don’t ask questions so why do you moan?
Need me a buzz to forget about us

Living some more
I sip my cup when I'm living some more
I don’t ask questions so why do you moan?
Leave me alone cause I need my space
Living some more
I sip my cup when I'm living some more
I don’t ask questions so why do you moan?
Need me a buzz to forget about us",5531296,en,en,en
